id,event,time_raw,time_year,dynasty,period,location,province,modern_place,lat,lng,textbook,unit,description,prompt
7A-04-05,八王之乱,291-306年,300,西晋,西晋内乱,洛阳及中原,河南等地,洛阳及周边,34.62,112.45,七上,第四单元 三国两晋南北朝,西晋初年，晋武帝司马炎大封同姓王。他死后，继位的晋惠帝昏庸无能，诸王为争夺中央政权相互攻杀，混战持续了十六年（291-306年），史称「八王之乱」。这场内乱严重削弱了西晋的统治力量，导致中原地区战乱不休、经济凋敝，大量北方人口被迫南迁，西晋政权也从此走向衰亡。,"Civil war in Luoyang, eight princes commanding armies against each other in city streets, burning palaces and trampled civilians, battle chariots crashing through residential quarters, devastating sixteen-year internal conflict destroying Western Jin power, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-06,东晋建立/永嘉南渡,317年,317,东晋,东晋初期,建康（今江苏南京）,江苏省,南京市,32.06,118.79,七上,第四单元 三国两晋南北朝,八王之乱期间，匈奴等游牧民族趁机内迁中原。316年匈奴人攻破长安，西晋灭亡。317年，西晋宗室司马睿在南方重建晋朝，定都建康（今江苏南京），史称东晋。与此同时，北方大量人口为躲避战乱纷纷南迁，形成中国历史上第一次大规模的人口南迁浪潮——「永嘉南渡」（又称「衣冠南渡」），促进了江南地区的开发。,"Mass migration southward, thousands of northern families crossing the Yangtze River on boats and makeshift rafts, scholars and artisans carrying books and tools, the Eastern Jin capital Jiankang rising on the southern bank, refugees rebuilding lives in Jiangnan, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-07,淝水之战,383年,383,东晋,东晋,淝水（今安徽寿县）,安徽省,淮南市寿县,32.57,116.78,七上,第四单元 三国两晋南北朝,383年，前秦皇帝苻坚率八十余万大军南下，企图一举消灭东晋。东晋宰相谢安派谢石、谢玄率八万精兵迎战，在淝水（今安徽寿县）隔水对峙。谢玄要求秦军稍微后撤以便渡河决战，苻坚想趁晋军渡河时半渡而击，便下令后撤。不料秦军一退便不可收拾，阵脚大乱，晋军趁势猛攻。苻坚大败，北逃途中见草木皆以为追兵、闻风声鹤唳也心惊胆战。,"Battle at Feishui riverbank, Former Qin emperor Fu Jian on horseback commanding his massive army to retreat, the order causing panic and uncontrollable rout, Jin soldiers charging across the shallow river, Qin troops fleeing in terror seeing every tree as enemy soldier, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-08,北魏孝文帝改革/迁都洛阳,494年,494,北魏,南北朝,平城→洛阳（今山西大同→河南洛阳）,山西→河南,大同市→洛阳市,34.62,112.45,七上,第四单元 三国两晋南北朝,北魏是鲜卑族建立的政权，统一了黄河流域。494年，北魏孝文帝为便于学习和接受汉族先进文化，加强对中原地区的统治，力排众议将都城从平城（今山西大同）迁到洛阳。迁都后他推行了一系列汉化改革措施：要求鲜卑人改穿汉服、学说汉语、改用汉姓（如皇族拓跋氏改姓元）并鼓励与汉族通婚。这些措施大大促进了民族大融合。,"Northern Wei Emperor Xiaowen leading his court on the long journey from Pingcheng to Luoyang, Xianbei nobles reluctantly marching south, the emperor presiding over reform ceremonies requiring Han-style dress and language, forced cultural transformation of a nomadic dynasty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-09,云冈石窟开凿,5世纪（北魏）,460,北魏,南北朝,山西大同云冈,山西省,大同市武周山,40.11,113.13,七上,第四单元 三国两晋南北朝,云冈石窟位于山西大同西郊的武周山南麓，开凿于北魏时期（5世纪）。石窟依山开凿，东西绵延约一公里，现存主要洞窟45个，大小窟龛252个，石雕造像约51000余尊，气势宏伟、内容丰富多彩。云冈石窟与洛阳龙门石窟、敦煌莫高窟并称「中国三大石窟」，是世界闻名的艺术宝库。,"Yungang Grottoes hillside at Datong, colossal Buddhist cave statues carved into sandstone cliffs, pilgrims entering carved temple chambers, monks meditating before giant Buddha figures, intricate relief carvings depicting Buddhist narratives across cave walls, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-10,龙门石窟开凿,北魏迁都洛阳后（5-6世纪）,500,北魏→唐,南北朝至唐代,河南洛阳龙门,河南省,洛阳市洛龙区,34.62,112.47,七上,第四单元 三国两晋南北朝,龙门石窟位于河南洛阳南郊的伊河两岸，始凿于北魏孝文帝迁都洛阳前后，后历经东魏、西魏、北齐、隋、唐等朝代长达四百余年的营造，形成了两千多个窟龛、十万余尊造像的宏大规模。其中最大的佛像高达17.14米，最小的仅有2厘米。龙门石窟体现了中国古代雕塑艺术的极高成就。,"Longmen Grottoes at Luoyang along the Yi River banks, thousands of carved niches and sculptured Buddhas lining both cliffs, the massive 17-meter Fengxian Temple Buddha statue, craftsmen on scaffolding carving stone figures, centuries of devotional art creation, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-11,祖冲之计算圆周率,南朝宋齐时期（5世纪）,460,南朝,南北朝,建康（今江苏南京）,江苏省,南京市,32.06,118.79,七上,第四单元 三国两晋南北朝,祖冲之是南朝宋齐之际的杰出科学家。他运用三国刘徽发明的「割圆术」，通过不懈的计算，在世界上第一次将圆周率（π）精确到小数点后第七位，即在3.1415926和3.1415927之间。这一成果比欧洲人早了近一千年。他还创制了当时最先进的历法《大明历》，并制造了指南车、千里船等精巧机械。,"Zu Chongzhi in a Southern Dynasties scholarly studio, calculating with counting rods on a grid board, astronomical instruments and star maps on the desk, the brilliant mathematician deriving precise values for pi, the Da Ming calendar manuscript beside him, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7A-04-12,贾思勰著《齐民要术》,北朝时期（6世纪）,540,北朝,南北朝,山东地区,山东省,今山东淄博一带,36.82,118.05,七上,第四单元 三国两晋南北朝,贾思勰是北朝时期的著名农学家。他查阅大量古代文献、走访老农，总结北方劳动人民长期积累的农业生产经验，写成了一部综合性农学著作——《齐民要术》。全书介绍了农、林、牧、副、渔等方面的生产技术，强调农业生产要遵循自然规律、因地制宜，是我国现存最早最完整的农学著作。,"Jia Sixie in a rural Northern Dynasties farmhouse courtyard, interviewing experienced farmers about crop techniques, examining grain samples and farming tools, writing the Qimin Yaoshu manuscript with detailed agricultural illustrations, compiling China's earliest complete agronomic treatise, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-01,隋朝建立,581年,581,隋朝,隋朝初期,大兴（长安，今陕西西安）,陕西省,西安市,34.25,108.9,七下,第一单元 隋唐时期,581年，北周外戚杨坚夺取政权，建立隋朝，定都长安（大兴城），他就是隋文帝。隋文帝在位期间励精图治，推行一系列改革：发展经济、编订户籍、统一南北币制、加强中央集权，国力迅速增强。589年隋灭陈朝，结束了自西晋末年以来近三百年的分裂割据局面，中国再次实现大一统。,"Sui Emperor Wen on throne in Daxingcheng palace, generals reporting the fall of Chen kingdom, a unified China emerging from three centuries of division, imperial edicts for standardization of currency and law, the newly reunited empire stretching across the map, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-02,隋朝统一全国,589年,589,隋朝,隋朝初期,建康（今江苏南京）,江苏省,南京市,32.06,118.79,七下,第一单元 隋唐时期,589年，隋文帝派杨广（后来的隋炀帝）率大军南下，渡过长江，一举攻灭南朝的陈朝，将陈后主及文武百官俘往长安。至此南北统一，天下重归一统。隋朝的统一顺应了历史发展趋势，为唐朝的繁荣强盛奠定了政治和经济基础。,"Sui army crossing the Yangtze River toward Jiankang, Chen emperor captured and led away in chains, Luoyang palace celebrating reunification, the end of the North-South division, victorious banners and unified imperial standard, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-03,开通大运河,605年起,605,隋朝,隋炀帝时期,洛阳为中心，北达涿郡、南至余杭,多省,全长约2700公里，贯穿五大水系：海河、黄河、淮河、长江、钱塘江,33.6,115,七下,第一单元 隋唐时期,隋炀帝为加强南北交通、巩固隋朝对全国的统治，从605年起征发数百万民夫，利用已有的天然河道和旧有运河，开凿了一条贯通南北的大运河。大运河以洛阳为中心，北抵涿郡（今北京），南达余杭（今浙江杭州），全长约两千七百公里，连接了海河、黄河、淮河、长江、钱塘江五大水系。大运河的开通加强了南北地区的政治、经济和文化交流，但也给人民带来了沉重的劳役负担。,"Grand construction scene of the Canal, millions of laborers digging channels and building embankments, the canal network connecting Luoyang to Zhuojun northward and Yuhang southward, boats already navigating the completed sections, massive engineering achievement linking five river systems, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-04,创立科举制/进士科,隋炀帝时（约605年）,605,隋朝,隋炀帝时期,大兴/洛阳,陕西/河南,西安/洛阳,34.62,112.45,七下,第一单元 隋唐时期,隋朝改变了魏晋南北朝以来凭门第选拔官员的「九品中正制」。隋文帝时开始用分科考试的方法选拔官员；隋炀帝时正式设立进士科，按考试成绩选拔人才，标志着科举制度的正式创立。科举制是中国古代选官制度的一大变革，它加强了皇帝在选官和用人上的权力，扩大了官吏选拔的来源，此后在中国沿用了约一千三百年。,"Sui dynasty examination hall in the capital, scholars seated at desks writing essays for the jinshi examination, imperial examiners reviewing submitted papers, the groundbreaking selection system replacing hereditary privilege, candidates from across the empire competing on merit, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-05,唐朝建立,618年,618,唐朝,唐朝初期,长安（今陕西西安）,陕西省,西安市,34.25,108.9,七下,第一单元 隋唐时期,隋末，天下大乱，各地义军纷起。617年，太原留守李渊趁机起兵，攻入长安。618年，李渊在长安称帝，建立唐朝。随后他和儿子李世民逐步消灭了各地割据势力，重新统一了全国。一个更加辉煌的大唐帝国拉开了序幕。,"Li Yuan declaring himself emperor in Chang'an, Tang generals swearing allegiance, the founding of a new dynasty amid post-Sui chaos, city walls of Chang'an and the rising Tang imperial standard, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-06,玄武门之变,626年,626,唐朝,唐朝初期,长安玄武门（今陕西西安）,陕西省,西安市,34.25,108.9,七下,第一单元 隋唐时期,唐朝建立后，太子李建成和秦王李世民之间为争夺皇位继承权矛盾日益加深。626年，李世民在长安宫城北门——玄武门埋下伏兵，射杀了前来上朝的太子李建成和齐王李元吉。不久李渊被迫退位，李世民登基，是为唐太宗。玄武门之变虽然是兄弟相残的悲剧，但李世民即位后开创了贞观之治。,"The Xuanwu Gate incident, Li Shimin's ambush at the palace north gate, arrows striking down the crown prince and prince Qi, shocked imperial guards, the dramatic power seizure that would lead to the Zhenguan era, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-07,贞观之治,627-649年,630,唐朝,唐太宗时期,长安（今陕西西安）,陕西省,西安市,34.25,108.9,七下,第一单元 隋唐时期,唐太宗李世民在位期间（627—649年），吸取隋朝灭亡的教训，勤于政事，虚心纳谏，知人善任。他广纳贤才，重用敢于直言的魏征、足智多谋的房玄龄和杜如晦（时称「房谋杜断」）。他减轻人民负担，发展农业生产，完善科举制度。这一时期政治清明、经济繁荣、社会安定、国力增强，史称「贞观之治」。,"Emperor Taizong in the Chang'an palace council chamber, minister Wei Zheng boldly presenting critical advice, capable advisors Fang Xuanling and Du Ruhui at his side, prosperous Chang'an streets visible through palace windows, the golden age of Zhenguan governance, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-08,文成公主入藏,641年,641,唐朝,唐太宗时期,长安→逻些（今西藏拉萨）,陕西→西藏,西安→拉萨,29.65,91.13,七下,第一单元 隋唐时期,7世纪前期，吐蕃赞普松赞干布统一了青藏高原。他仰慕中原文化，多次向唐求婚。641年，唐太宗将文成公主嫁给了松赞干布。文成公主入藏带去了蔬菜种子、茶叶、丝绸、工艺品以及医药、历法、生产技术等方面的书籍，大大促进了吐蕃经济文化的发展。此后唐蕃之间保持了很长时间的友好关系。,"Princess Wencheng on a long caravan journey from Chang'an to Tibetan highlands, palace gifts of silk scrolls and tea being unloaded, Songtsen Gampo welcoming her at Lhasa palace gates, cultural exchange transforming Tibetan civilization, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-09,武则天称帝（武周）,690年,690,武周/唐朝,武则天时期,洛阳（神都）（今河南洛阳）,河南省,洛阳市,34.62,112.45,七下,第一单元 隋唐时期,唐高宗去世后，武则天逐渐掌握大权。690年，她正式改国号为「周」，定都洛阳（称神都），成为中国历史上唯一的女皇帝。她在位期间大力发展科举制度，创殿试和武举；重用有才能的人，如名相狄仁杰；继续推行唐太宗的减轻农民负担政策。社会经济持续发展，为后来的开元盛世奠定了基础。,"Empress Wu Zetian enthroned in Luoyang as the only female emperor in Chinese history, wearing imperial dragon robe, reviewing examination candidates in the palace hall, minister Di Renjie presenting counsel, the Zhou dynasty capital of Shendu flourishing, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-10,开元盛世,713-741年（开元年间）,720,唐朝,唐玄宗前期,长安（今陕西西安）,陕西省,西安市,34.25,108.9,七下,第一单元 隋唐时期,唐玄宗在位前期（开元年间，713—741年）励精图治，任用贤相姚崇、宋璟等人，整顿吏治，发展经济，重视文教，唐朝进入鼎盛时期。当时社会上出现了政治稳定、经济繁荣、国库充盈、民众生活安定的局面。诗人杜甫在《忆昔》中写道「忆昔开元全盛日，小邑犹藏万家室。稻米流脂粟米白，公私仓廪俱丰实」，生动描绘了开元年间的繁荣景象。,"Chang'an city during Kaiyuan era peak prosperity, bustling market streets filled with merchants from across Asia, imperial palace grand and luminous, granaries overflowing with rice, citizens living in comfort, the magnificent zenith of Tang civilization, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-11,安史之乱,755-763年,755,唐朝,唐玄宗后期,范阳起兵→长安、洛阳,河北→陕西/河南,起于范阳（今北京），波及洛阳、长安,34.25,108.9,七下,第一单元 隋唐时期,唐玄宗统治后期，宠爱杨贵妃，怠于政事，任用奸臣李林甫、杨国忠等，政治日益腐败。755年，身兼范阳、平卢、河东三镇节度使的安禄山以讨伐杨国忠为名，在范阳（今北京）起兵叛乱，很快攻占洛阳和长安。安禄山死后，其部将史思明继续叛乱，前后历时八年才被平定。安史之乱使北方社会经济遭受严重破坏，唐朝从此由盛转衰。,"An Lushan's rebel cavalry charging southward from Fanyang, flames engulfing Luoyang and Chang'an streets, Emperor Xuanzong fleeing westward with his court on horseback, Yang Guifei's tragic end at Mawei station, the devastating eight-year war shattering Tang prosperity, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-12,黄巢起义,878-884年,878,唐朝,唐朝末年,今山东→全国→长安,山东起事,起于山东菏泽，攻入长安,35.23,115.43,七下,第一单元 隋唐时期,唐朝后期，统治腐朽，土地兼并严重，加上连年灾荒，农民困苦不堪。878年，山东人黄巢率众起义，转战大半个中国，881年攻入长安建立「大齐」政权。起义虽然最终失败，但给唐朝统治以沉重打击。907年，朱温废唐自立，唐朝灭亡，中国历史进入五代十国的分裂时期。,"Huang Chao's rebel army marching through Shandong countryside toward Chang'an, peasants joining the uprising with farm-tool weapons, the rebel leader entering the capital declaring a new regime, chaotic streets of the declining Tang empire, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-13,玄奘西行取经,629-645年（贞观年间）,629,唐朝,唐太宗时期,长安→天竺（今印度）,跨国,西安出发，经中亚到印度,30,78,七下,第一单元 隋唐时期,唐朝高僧玄奘为了求取佛法，于贞观初年从长安出发，经河西走廊、出玉门关，历经千辛万苦到达天竺（今印度）。他在天竺最大的佛教学府那烂陀寺学习佛法，遍访天竺各地。645年他带着大量佛经回到长安，此后潜心翻译佛经，并口述由弟子写成《大唐西域记》，为研究中亚和南亚历史地理提供了珍贵资料。,"Monk Xuanzang on a long westward journey crossing deserts and mountains, traversing the Hexi Corridor and Central Asian steppes, arriving at the Nalanda monastery in India, Buddhist scholars debating in temple halls, the pilgrim returning with bundles of sutras to Chang'an, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-14,鉴真东渡,754年（六次东渡成功）,754,唐朝,唐玄宗时期,扬州→日本奈良,跨国,扬州出发，抵达日本奈良,34.68,135.83,七下,第一单元 隋唐时期,唐朝高僧鉴真应日本僧人的邀请，从742年起先后六次尝试东渡日本。前五次因风浪、官府阻拦等原因均未成功，鉴真自己也因劳累过度而双目失明。但他矢志不渝，终于在754年第六次东渡成功，抵达日本奈良。他在日本传播佛教戒律，并带去了中国的建筑、雕塑、医药等文化和科技知识，主持建造了唐招提寺，对中日文化交流做出了巨大贡献。,"Monk Jianzhen on a storm-tossed ship during his fifth failed attempt to reach Japan, the determined blind priest finally arriving at Nara shore, Japanese monks receiving him respectfully, the construction of Toshodai-ji temple in Japan, cultural transmission across the sea, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-15,隋朝创立三省六部制,隋朝（581-618年）,581,隋朝,隋朝,大兴（长安）,陕西省,西安市,34.25,108.9,七下,第一单元 隋唐时期,隋朝在中央确立三省六部制，是中国古代官制的重大创新。中书省负责起草政令，门下省负责审核，尚书省负责执行。尚书省下设吏、户、礼、兵、刑、工六部，分管官员考核、户籍财政、礼仪教育、军事国防、刑法律令、工程建设等事务。这一制度分工明确、相互制衡，被此后历代王朝沿袭和改进。,"Sui dynasty central government hall, the Three Departments and Six Ministries system displayed on a chart, officials in the Zhongshu Shangshu and Menxia departments processing edicts, six ministry heads managing state affairs, institutional innovation of bureaucratic governance, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-01-16,唐诗繁荣,唐朝（618-907年）,700,唐朝,整个唐朝,长安/洛阳及全国,全国,全国各地,34.25,108.9,七下,第一单元 隋唐时期,唐朝是中国诗歌发展的黄金时代。诗仙李白诗风豪放飘逸，想象丰富；诗圣杜甫诗风沉郁顿挫，心系苍生。此外还有王维、孟浩然、高适、岑参、白居易、李商隐等大批杰出诗人。流传至今的唐诗近五万首。唐诗在内容和形式上达到了极高的艺术成就，是中国文学史上最灿烂的篇章。,"Tang Chang'an literary salon, poets Li Bai drinking wine and composing verses with brush and paper, Du Fu writing melancholic poems about people's suffering, Wang Wei painting landscapes, a vibrant gathering of literary masters in the golden age of Chinese poetry, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-01,陈桥兵变 / 北宋建立,960年,960,北宋,北宋初期,陈桥驿（今河南开封东北）,河南省,开封市北,34.8,114.35,七下,第二单元 辽宋夏金元,后周大将赵匡胤在率军北上御敌途中，于开封东北的陈桥驿发动兵变。部下将一件黄袍披在他身上，拥立他做皇帝。赵匡胤随即回师开封，取代后周，建立了宋朝，定都东京（今河南开封），史称北宋。赵匡胤就是宋太祖。,"General Zhao Kuangyin at Chenqiao Station, his officers draping a yellow imperial robe over his shoulders, soldiers kneeling in allegiance, dawn light on the snow-covered camp, the peaceful military coup founding the Northern Song dynasty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-02,杯酒释兵权,961年,961,北宋,北宋初期,开封（东京）（今河南开封）,河南省,开封市,34.8,114.35,七下,第二单元 辽宋夏金元,宋太祖建隆二年（961年），赵匡胤设宴款待禁军高级将领。酒席间他委婉劝这些老将交出兵权，以安享富贵。众将领会其意，第二天纷纷称病辞去军职。由此赵匡胤和平解除了大将的兵权，加强了中央集权，并确立了「重文轻武」的治国方针。杯酒释兵权巩固了北宋政权，但也导致此后宋朝军事力量相对薄弱。,"Song Emperor Taizu hosting a banquet for military generals, wine cups on the table, the emperor subtly persuading commanders to relinquish their military posts, generals nodding in agreement, the diplomatic removal of warlord power strengthening central governance, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-03,澶渊之盟,1005年,1005,北宋（宋辽）,北宋时期,澶州（今河南濮阳）,河南省,濮阳市,35.77,115.02,七下,第二单元 辽宋夏金元,1004年辽军大举南下攻宋，直达澶州（今河南濮阳）城下，威胁都城开封。宋真宗在主战派宰相寇准的坚持下来到前线督战，宋军士气大振。在战局有利的情况下，宋辽双方议和，签订了澶渊之盟：双方约为兄弟之国，宋每年给辽岁币银十万两、绢二十万匹。此后宋辽维持了约百年的和平，边境榷场贸易繁盛。,"Battle at Chanzhou, Song Emperor Zhenzong on the city wall boosting morale, Prime Minister Kou Zhun pointing toward the enemy lines, Liao cavalry below the walls, negotiation scene leading to the Chanyuan Covenant peace treaty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-04,交子出现,北宋前期（约1023年）,1023,北宋,北宋中期,四川地区,四川省,成都及周边,30.66,104.06,七下,第二单元 辽宋夏金元,北宋前期，随着商业的迅速发展，四川地区出现了「交子」——用楮树皮纸印刷的兑换凭证，最初由成都十六家富商联合发行。后来收归官办，设交子务专门管理。交子方便携带和交易，是世界上最早的纸币，比欧洲最早的纸币早约六百年。它的出现是商品经济高度发展的产物，对促进宋代商业贸易繁荣起到了重要作用。,"Sichuan marketplace with merchants handling printed jiaozi paper notes, the world's earliest paper currency being exchanged for silk and tea, government jiaozi office issuing new notes, busy commercial streets of Chengdu during Song era prosperity, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-05,王安石变法,1069年,1069,北宋,宋神宗时期,开封（东京）（今河南开封）,河南省,开封市,34.8,114.35,七下,第二单元 辽宋夏金元,北宋中期，财政危机日益严重，积贫积弱。1069年，宋神宗任用王安石主持变法。变法涉及财政、军事、教育等多个方面，主要措施有：青苗法（官府向农民低息贷款）、募役法（以钱代役）、方田均税法（重新丈量土地按亩收税）等。变法收到了一些成效，增加了政府收入，但因触动大官僚地主利益而遭到强烈反对，最终失败。,"Wang Anshi presenting reform proposals to Emperor Shenzong in the Kaifeng palace hall, officials debating new policies like the Green Sprouts loan system, farmers receiving government grain loans, the controversial New Policies transforming Song administration, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-06,靖康之变 / 北宋灭亡,1127年,1127,北宋→南宋,北宋灭亡,开封（东京）（今河南开封）,河南省,开封市,34.8,114.35,七下,第二单元 辽宋夏金元,北宋后期，金国崛起。1127年，金军南下攻破北宋都城东京（开封），掳走了宋徽宗、宋钦宗两位皇帝以及大量皇族、大臣、工匠北上，北宋灭亡。因事发靖康年间，故史称「靖康之变」或「靖康之耻」。南宋名将岳飞的《满江红》中「靖康耻，犹未雪」即指此事。徽钦二帝被掳北上后，赵构在应天府即位，后南迁临安，建立南宋。,"Jin cavalry storming through breached walls of Kaifeng, Song emperors Huizong and Qinzong being led away in captivity, the imperial palace in flames, Northern Song officials in despair, the catastrophic Jingkang Incident ending the dynasty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-07,南宋建立,1127年,1127,南宋,南宋初期,临安（今浙江杭州）,浙江省,杭州市,30.27,120.16,七下,第二单元 辽宋夏金元,靖康之变后，宋徽宗的第九子赵构于1127年在应天府（今河南商丘）即位，后为躲避金兵追击逃往南方，最终定都临安（今浙江杭州），史称南宋。赵构即宋高宗。南宋与金长期对峙，虽偏安江南一隅，但经济文化仍然繁荣，江南地区得到了进一步开发。,"Prince Zhao Gou establishing the Southern Song court at Lin'an, the new capital on Hangzhou's West Lake shore, imperial banners being raised, officials relocating southward, the refugee court finding stability in Jiangnan's prosperity, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
